SCIP version 7.0.2 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 5.0.2] [GitHash: e9d280a398]
Copyright (C) 2002-2020 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

External codes: 
  SoPlex 5.0.2         Linear Programming Solver developed at Zuse Institute Berlin (soplex.zib.de) [GitHash: e24c304e]
  CppAD 20180000.0     Algorithmic Differentiation of C++ algorithms developed by B. Bell (www.coin-or.org/CppAD)
  MPIR 3.0.0           Multiple Precision Integers and Rationals Library developed by W. Hart (mpir.org)
  ZIMPL 3.4.0          Zuse Institute Mathematical Programming Language developed by T. Koch (zimpl.zib.de)
  PaPILO 1.0.2         parallel presolve for integer and linear optimization (https://github.com/lgottwald/PaPILO) [GitHash: 62d2842]
  bliss 0.73p          Computing Graph Automorphism Groups by T. Junttila and P. Kaski (http://www.tcs.hut.fi/Software/bliss/)
  Ipopt 3.12.9         Interior Point Optimizer developed by A. Waechter et.al. (www.coin-or.org/Ipopt)

user parameter file <scip.set> not found - using default parameters

read problem <C:\Users\claudio\Documents\GitHub\embedding\src\lp\N64_B0.5_diversified_classical\IPL_linearized_N64q2.00B32.lp>
============

original problem has 4160 variables (0 bin, 4160 int, 0 impl, 0 cont) and 12289 constraints

solve problem
=============

presolving:
(round 1, fast)       64 del vars, 64 del conss, 0 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 0 upgd conss, 0 impls, 8064 clqs
(round 2, fast)       64 del vars, 192 del conss, 0 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 0 upgd conss, 0 impls, 8064 clqs
   (0.0s) running MILP presolver
   (0.0s) MILP presolver found nothing
(round 3, exhaustive) 64 del vars, 192 del conss, 0 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 12096 upgd conss, 0 impls, 8064 clqs
(round 4, exhaustive) 64 del vars, 12288 del conss, 4032 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 12096 upgd conss, 0 impls, 8064 clqs
(round 5, exhaustive) 2080 del vars, 14304 del conss, 4032 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 12096 upgd conss, 0 impls, 4032 clqs
   (0.0s) probing: 51/2080 (2.5%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.0s) probing aborted: 50/50 successive totally useless probings
   (0.0s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (0.0s) no symmetry present
presolving (6 rounds: 6 fast, 4 medium, 4 exhaustive):
 2080 deleted vars, 14304 deleted constraints, 4032 added constraints, 0 tightened bounds, 0 added holes, 64 changed sides, 64 changed coefficients
 0 implications, 4032 cliques
presolved problem has 2080 variables (2080 bin, 0 int, 0 impl, 0 cont) and 2017 constraints
   2016 constraints of type <and>
      1 constraints of type <linear>
Presolving Time: 0.00

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  8.0s|     1 |     0 |  5802 |     - |    78M |   0 |2080 |2119 |4661 | 694 | 33 | 102 |   0 |-4.625027e-02 | 2.161416e-01 |    Inf | unknown
  8.0s|     1 |     0 |  5896 |     - |    78M |   0 |2080 |2129 |4667 | 700 | 34 | 112 |   0 |-4.619116e-02 | 2.161416e-01 |    Inf | unknown
  9.0s|     1 |     0 |  5998 |     - |    78M |   0 |2080 |2130 |4644 | 708 | 35 | 113 |   0 |-4.615081e-02 | 2.161416e-01 |    Inf | unknown
  9.0s|     1 |     0 |  6032 |     - |    78M |   0 |2080 |2140 |4648 | 712 | 36 | 123 |   0 |-4.613715e-02 | 2.161416e-01 |    Inf | unknown
  9.0s|     1 |     0 |  6039 |     - |    78M |   0 |2080 |2141 |4649 | 713 | 37 | 124 |   0 |-4.613585e-02 | 2.161416e-01 |    Inf | unknown
d10.0s|     1 |     0 | 12393 |     - |farkasdi|   0 |2080 |2142 |4649 |   0 | 39 | 125 |   0 |-4.613585e-02 | 2.101494e-01 |    Inf | unknown
 12.0s|     1 |     0 | 24321 |     - |    79M |   0 |2080 |2142 |4649 | 713 | 39 | 125 |   0 |-4.613585e-02 | 2.101494e-01 |    Inf | unknown
 12.0s|     1 |     0 | 24352 |     - |    79M |   0 |2080 |2142 |4651 | 715 | 40 | 125 |   0 |-4.612874e-02 | 2.101494e-01 |    Inf | unknown
 15.0s|     1 |     2 | 24352 |     - |    79M |   0 |2080 |2150 |4651 | 715 | 41 | 133 |  19 |-4.234786e-02 | 2.101494e-01 |    Inf | unknown
d34.0s|    16 |    17 | 30985 |1661.0 |pscostdi|  15 |2080 |2155 |4792 |   0 |  2 | 138 | 220 |-4.234786e-02 | 1.928721e-01 |    Inf | unknown
d36.0s|    28 |    29 | 37002 |1145.6 |adaptive|  15 |2080 |2155 |4826 |   0 |  2 | 138 | 227 |-4.234786e-02 | 1.826122e-01 |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
d38.0s|    40 |    41 | 43340 | 955.6 |distribu|  15 |2080 |2155 |4851 |   0 |  1 | 138 | 233 |-4.234786e-02 | 1.745790e-01 |    Inf | unknown
d52.0s|   100 |   101 | 83671 | 783.8 |linesear|  17 |2080 |2155 |4933 |   0 |  1 | 138 | 269 |-2.605108e-02 | 1.656879e-01 |    Inf | unknown
d64.0s|   144 |   145 |119933 | 796.2 |pscostdi|  17 |2080 |2155 |4898 |   0 |  2 | 138 | 296 |-2.028113e-02 | 1.499790e-01 |    Inf | unknown
d85.0s|   200 |   201 |215264 |1051.2 |farkasdi|  17 |2080 |2175 |4994 |   0 |  1 | 158 | 326 | 1.041525e-03 | 1.485052e-01 |  Large | unknown
d 102s|   226 |   227 |265814 |1154.4 |farkasdi|  17 |2080 |2188 |4985 |   0 |  1 | 171 | 348 | 4.686503e-03 | 1.479798e-01 |3057.57%| unknown
d 124s|   248 |   249 |335192 |1332.5 |farkasdi|  17 |2080 |2231 |5212 |   0 |  7 | 214 | 368 | 9.126420e-03 | 1.439880e-01 |1477.71%| unknown
* 155s|   288 |   287 |446697 |1535.3 |strongbr|  19 |2080 |2160 |5289 |4264 |  3 | 233 | 407 | 1.397971e-02 | 1.300087e-01 | 829.98%| unknown
* 155s|   289 |   288 |446897 |1530.6 |    LP  |  20 |2080 |2160 |5290 |4265 |  2 | 233 | 408 | 1.397971e-02 | 1.299236e-01 | 829.37%| unknown
* 155s|   290 |   287 |446912 |1525.4 |    LP  |  20 |2080 |2160 |5290 |4265 |  1 | 233 | 408 | 1.397971e-02 | 1.289470e-01 | 822.39%| unknown
* 156s|   294 |   289 |450242 |1515.9 |strongbr|  20 |2080 |2160 |5295 |4276 |  3 | 233 | 410 | 1.440895e-02 | 1.272586e-01 | 783.19%| unknown
d 160s|   298 |   291 |457900 |1521.3 |distribu|  20 |2080 |2180 |5159 |   0 |  2 | 253 | 421 | 1.440895e-02 | 1.236665e-01 | 758.26%| unknown
  161s|   300 |   293 |461830 |1524.3 |   188M |  20 |2080 |2180 |5172 |4605 |  2 | 253 | 421 | 1.440895e-02 | 1.236665e-01 | 758.26%| unknown
d 162s|   301 |   290 |462910 |1522.8 |pscostdi|  20 |2080 |2160 |5172 |   0 |  1 | 253 | 421 | 1.440895e-02 | 1.135318e-01 | 687.93%| unknown
* 194s|   389 |   322 |563280 |1436.1 |    LP  |  20 |2080 |2170 |5414 |5514 |  1 | 263 | 472 | 1.700957e-02 | 1.119885e-01 | 558.38%| unknown
* 194s|   390 |   321 |563303 |1432.5 |    LP  |  20 |2080 |2170 |5414 |5514 |  2 | 263 | 472 | 1.700957e-02 | 1.110873e-01 | 553.09%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  196s|   400 |   323 |570121 |1413.7 |   209M |  20 |2080 |2170 |5411 |5523 |  2 | 263 | 477 | 1.761661e-02 | 1.110873e-01 | 530.58%| unknown
* 197s|   404 |   325 |570726 |1401.1 |    LP  |  21 |2080 |2170 |5413 |5525 |  2 | 263 | 477 | 1.761661e-02 | 1.106390e-01 | 528.04%| unknown
* 197s|   407 |   322 |570800 |1391.0 |    LP  |  23 |2080 |2170 |5413 |5525 |  1 | 263 | 477 | 1.761661e-02 | 1.094202e-01 | 521.12%| unknown
  216s|   500 |   329 |631482 |1253.3 |   221M |  23 |2080 |2201 |5428 |6035 |  2 | 294 | 517 | 1.761661e-02 | 1.094202e-01 | 521.12%| unknown
* 218s|   515 |   336 |634505 |1222.6 |    LP  |  25 |2080 |2201 |5442 |6049 |  1 | 294 | 527 | 1.761661e-02 | 1.093523e-01 | 520.73%| unknown
* 219s|   528 |   336 |639513 |1202.0 |    LP  |  25 |2080 |2201 |5444 |6056 |  1 | 294 | 527 | 1.961511e-02 | 1.079045e-01 | 450.11%| unknown
* 231s|   556 |   344 |674565 |1204.5 |    LP  |  25 |2080 |2209 |5333 |6706 |  2 | 312 | 548 | 2.137131e-02 | 1.071053e-01 | 401.16%| unknown
* 231s|   568 |   347 |675263 |1180.2 |    LP  |  28 |2080 |2209 |5334 |6707 |  1 | 312 | 548 | 2.137131e-02 | 1.064182e-01 | 397.95%| unknown
* 231s|   570 |   345 |675267 |1176.1 |    LP  |  28 |2080 |2209 |5334 |6707 |  2 | 312 | 548 | 2.137131e-02 | 1.062505e-01 | 397.16%| unknown
  239s|   600 |   347 |705096 |1167.0 |   228M |  28 |2080 |2226 |5364 |6765 |  2 | 329 | 558 | 2.241942e-02 | 1.062505e-01 | 373.92%| unknown
  282s|   700 |   359 |828622 |1176.8 |   249M |  28 |2080 |2274 |5480 |8462 |  3 | 377 | 641 | 2.331577e-02 | 1.062505e-01 | 355.70%|   9.99%
L 299s|   770 |   346 |887243 |1145.9 |    rins|  28 |2080 |2253 |5452 |8826 |  3 | 377 | 659 | 2.410912e-02 | 1.028152e-01 | 326.46%|  10.72%
  311s|   800 |   348 |919424 |1143.1 |   260M |  28 |2080 |2264 |5431 |9073 |  0 | 388 | 682 | 2.410912e-02 | 1.028152e-01 | 326.46%|  11.31%
  348s|   900 |   364 |  1028k|1137.4 |   272M |  28 |2080 |2290 |5449 |  10k|  1 | 414 | 739 | 2.671988e-02 | 1.028152e-01 | 284.79%|  13.02%
  389s|  1000 |   350 |  1151k|1146.4 |   292M |  28 |2080 |2323 |5583 |  10k|  0 | 447 | 798 | 2.868894e-02 | 1.028152e-01 | 258.38%|  15.21%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  450s|  1100 |   322 |  1324k|1200.0 |   317M |  28 |2080 |2368 |5520 |  11k|  0 | 492 | 901 | 2.987832e-02 | 1.028152e-01 | 244.11%|  20.01%
  492s|  1200 |   322 |  1448k|1203.0 |   330M |  28 |2080 |2368 |5590 |  12k|  0 | 492 | 961 | 3.122721e-02 | 1.028152e-01 | 229.25%|  22.20%
  530s|  1300 |   322 |  1561k|1197.3 |   339M |  28 |2080 |2380 |5634 |  13k|  0 | 504 |1020 | 3.267785e-02 | 1.028152e-01 | 214.63%|  24.83%
  578s|  1400 |   306 |  1698k|1209.7 |   346M |  28 |2080 |2416 |5548 |  14k|  0 | 542 |1105 | 3.459697e-02 | 1.028152e-01 | 197.18%|  29.18%
  628s|  1500 |   294 |  1844k|1226.5 |   353M |  28 |2080 |2468 |5340 |  14k|  0 | 597 |1191 | 3.669180e-02 | 1.028152e-01 | 180.21%|  33.02%
  686s|  1600 |   282 |  2003k|1249.0 |   360M |  28 |2080 |2504 |5460 |  15k|  3 | 634 |1300 | 3.812234e-02 | 1.028152e-01 | 169.70%|  37.35%
  754s|  1700 |   262 |  2191k|1286.1 |   365M |  28 |2080 |2561 |5494 |  16k|  2 | 698 |1429 | 3.986367e-02 | 1.028152e-01 | 157.92%|  44.42%
  823s|  1800 |   246 |  2376k|1317.9 |   385M |  28 |2080 |2628 |5783 |  18k|  3 | 770 |1559 | 4.099876e-02 | 1.028152e-01 | 150.78%|  48.65%
  888s|  1900 |   232 |  2553k|1341.5 |   394M |  28 |2080 |2678 |5612 |  18k|  4 | 828 |1685 | 4.216459e-02 | 1.028152e-01 | 143.84%|  52.82%
* 889s|  1912 |   232 |  2556k|1334.8 |    LP  |  28 |2080 |2660 |5600 |  18k|  2 | 828 |1685 | 4.216459e-02 | 1.021869e-01 | 142.35%|  52.82%
  933s|  2000 |   220 |  2683k|1339.5 |   395M |  28 |2080 |2690 |5436 |  19k|  3 | 863 |1766 | 4.287359e-02 | 1.021869e-01 | 138.34%|  56.80%
 1007s|  2100 |   172 |  2914k|1385.6 |   402M |  28 |2080 |2698 |5566 |  20k|  0 | 878 |1867 | 4.582630e-02 | 1.021869e-01 | 122.99%|  64.20%
*1071s|  2177 |   147 |  3087k|1416.3 |strongbr|  28 |2080 |2775 |5458 |  21k|  2 | 961 |2023 | 4.900833e-02 | 1.016797e-01 | 107.47%|  71.58%
*1071s|  2177 |   147 |  3087k|1416.3 |strongbr|  28 |2080 |2775 |5458 |  21k|  2 | 961 |2025 | 4.900833e-02 | 1.016648e-01 | 107.44%|  71.58%
 1090s|  2200 |   134 |  3143k|1426.8 |   408M |  28 |2080 |2798 |5331 |  21k|  0 | 988 |2063 | 5.081632e-02 | 1.016648e-01 | 100.06%|  73.50%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 1160s|  2300 |   112 |  3383k|1469.1 |   416M |  28 |2080 |2815 |5502 |  22k|  0 |1016 |2139 | 5.347867e-02 | 1.016648e-01 |  90.10%|  82.35%
 1213s|  2400 |    92 |  3595k|1496.1 |   428M |  28 |2080 |2829 |5585 |  23k|  0 |1036 |2157 | 5.809464e-02 | 1.016648e-01 |  75.00%|  89.25%
 1258s|  2500 |    40 |  3793k|1515.6 |   431M |  28 |2080 |2832 |5347 |  24k|  0 |1046 |2172 | 6.366616e-02 | 1.016648e-01 |  59.68%|  96.02%

SCIP Status        : problem is solved [optimal solution found]
Solving Time (sec) : 1275.00
Solving Nodes      : 2550
Primal Bound       : +1.01664846001512e-01 (36 solutions)
Dual Bound         : +1.01664846001512e-01
Gap                : 0.00 %

primal solution (original space):
=================================

objective value:                    0.101664846001513
y(2,2)                                              1 	(obj:0.00141032237292212)
y(2,3)                              0.999999999999999 	(obj:0.000369675972466227)
y(2,5)                                              1 	(obj:0.00010443796772984)
y(2,6)                                              1 	(obj:-0.000524667581633825)
y(2,7)                                              1 	(obj:0.000373440773845492)
y(2,9)                                              1 	(obj:0.00058637195706992)
y(2,12)                                             1 	(obj:-0.000221847317993533)
y(2,17)                                             1 	(obj:-4.61431388936495e-05)
y(2,19)                                             1 	(obj:-9.2611392353624e-05)
y(2,20)                                             1 	(obj:0.000674748921822039)
y(2,22)                                             1 	(obj:-1.49111817315069e-05)
y(2,24)                                             1 	(obj:-0.00027369222226686)
y(2,25)                                             1 	(obj:-0.000452787144702515)
y(2,26)                                             1 	(obj:-0.000355807990921128)
y(2,28)                                             1 	(obj:3.66260156887973e-05)
y(2,30)                                             1 	(obj:0.000772823241516657)
y(2,31)                                             1 	(obj:0.000381752357698715)
y(2,33)                                             1 	(obj:0.000625722391945563)
y(2,35)                                             1 	(obj:5.41804369901626e-05)
y(2,37)                                             1 	(obj:1.1257692898324e-05)
y(2,39)                                             1 	(obj:0.000529945584454141)
y(2,42)                                             1 	(obj:-0.000102641966100281)
y(2,43)                                             1 	(obj:0.00104241346666103)
y(2,44)                                             1 	(obj:0.000268676389636454)
y(2,47)                                             1 	(obj:-0.000108547698357117)
y(2,48)                                             1 	(obj:-0.000133174084670536)
y(2,50)                                             1 	(obj:-0.000166603338006653)
y(2,51)                                             1 	(obj:0.000412828940874372)
y(2,53)                                             1 	(obj:0.000279644627335243)
y(2,56)                                             1 	(obj:0.000198876024334065)
y(2,59)                                             1 	(obj:0.000527970430600784)
y(2,63)                                             1 	(obj:-0.0002394527276986)
y(3,2)                              0.999999999999999 	(obj:0.000369675972466227)
y(3,3)                              0.999999999999999 	(obj:0.00164635049790853)
y(3,5)                              0.999999999999999 	(obj:0.000660255248281675)
y(3,6)                              0.999999999999999 	(obj:6.96309607763757e-05)
y(3,7)                              0.999999999999999 	(obj:0.000518906844330168)
y(3,9)                              0.999999999999999 	(obj:3.63553925827541e-05)
y(3,12)                             0.999999999999999 	(obj:0.000229315879105704)
y(3,17)                             0.999999999999999 	(obj:0.00011273539874172)
y(3,19)                             0.999999999999999 	(obj:0.000287391279615077)
y(3,20)                             0.999999999999999 	(obj:0.000161704572056829)
y(3,22)                             0.999999999999999 	(obj:0.000419280783300737)
y(3,24)                             0.999999999999999 	(obj:0.000374789763949658)
y(3,25)                             0.999999999999999 	(obj:0.000246332785160295)
y(3,26)                             0.999999999999999 	(obj:0.000226509142498265)
y(3,28)                             0.999999999999999 	(obj:4.82924057991426e-05)
y(3,30)                                             1 	(obj:0.00058539020960285)
y(3,31)                             0.999999999999999 	(obj:0.000701020326516176)
y(3,33)                                             1 	(obj:0.000210441268310118)
y(3,35)                             0.999999999999999 	(obj:-0.000990119138255315)
y(3,37)                             0.999999999999999 	(obj:0.000296034903826103)
y(3,39)                                             1 	(obj:0.000330186599211345)
y(3,42)                             0.999999999999999 	(obj:0.000384662488627833)
y(3,43)                             0.999999999999999 	(obj:0.000316714627365215)
y(3,44)                             0.999999999999999 	(obj:-0.000190777967646057)
y(3,47)                             0.999999999999999 	(obj:-5.02797405543228e-05)
y(3,48)                             0.999999999999999 	(obj:0.000232586785896491)
y(3,50)                             0.999999999999999 	(obj:0.000101240459842691)
y(3,51)                             0.999999999999999 	(obj:0.000119851027831895)
y(3,53)                             0.999999999999999 	(obj:0.00046193864745621)
y(3,56)                             0.999999999999999 	(obj:0.000459930452188859)
y(3,59)                             0.999999999999999 	(obj:0.000269379984609155)
y(3,63)                                             1 	(obj:0.000140274536189946)
y(5,2)                                              1 	(obj:0.00010443796772984)
y(5,3)                              0.999999999999999 	(obj:0.000660255248281675)
y(5,5)                                              1 	(obj:0.00179238924089936)
y(5,6)                                              1 	(obj:0.000879693480170471)
y(5,7)                                              1 	(obj:0.000350173496456197)
y(5,9)                                              1 	(obj:-0.00011263276138029)
y(5,12)                                             1 	(obj:-1.39284993619475e-05)
y(5,17)                                             1 	(obj:-0.000101022657092566)
